time,temperature,humidity,precipitation,pressure
1990-03-17,10.95,62.00,0.00,1015.52
1990-03-18,9.25,70.79,0.10,1016.65
1990-03-19,10.42,66.71,0.00,1013.45
1990-03-20,11.48,62.12,0.00,1006.95
1990-03-21,12.86,64.62,0.00,1003.85
1990-03-22,13.94,70.62,0.00,1000.60
1990-03-23,13.10,80.25,3.10,997.56
1990-03-24,12.61,85.79,1.70,999.99
1990-03-25,11.07,79.42,10.00,992.34
1990-03-26,4.49,88.50,11.60,992.90
1990-03-27,4.47,87.17,9.60,990.64
1990-03-28,5.48,85.21,5.90,992.53
1990-03-29,7.51,72.04,0.50,999.72
1990-03-30,8.19,76.42,0.60,1006.10
1990-03-31,10.52,72.00,0.00,1010.02
1990-04-01,11.61,72.17,0.00,1006.17
1990-04-02,11.56,73.79,0.50,995.66
1990-04-03,10.23,87.46,9.70,987.97
1990-04-04,11.59,81.50,4.40,989.50
1990-04-05,10.14,82.08,2.60,992.70
1990-04-06,9.35,87.00,21.30,988.75
1990-04-07,10.20,87.96,19.90,982.54
1990-04-08,10.27,85.62,9.60,985.39
1990-04-09,7.26,83.88,9.30,987.60
1990-04-10,8.28,74.42,0.00,982.47
1990-04-11,9.29,62.17,0.00,985.08
1990-04-12,9.01,62.96,0.40,991.07
1990-04-13,9.00,66.42,0.00,995.76
1990-04-14,9.03,77.92,15.10,994.44
1990-04-15,8.63,86.42,2.30,990.57
1990-04-16,8.81,74.08,0.90,994.00
1990-04-17,9.02,72.62,1.90,996.33
1990-04-18,7.65,85.38,11.00,991.75
1990-04-19,7.63,79.92,1.10,987.79
1990-04-20,7.65,83.54,3.30,985.56
1990-04-21,8.39,82.33,1.80,986.83
1990-04-22,9.22,84.54,7.00,989.89
1990-04-23,8.66,83.96,4.70,988.16
1990-04-24,8.95,85.17,2.80,991.84
1990-04-25,11.01,77.42,0.10,994.35
1990-04-26,12.62,69.12,0.00,995.60
1990-04-27,12.49,66.67,0.00,997.74
1990-04-28,14.45,65.88,0.00,998.01
1990-04-29,13.41,71.88,0.30,1002.20
1990-04-30,13.02,66.71,0.00,1004.77
1990-05-01,14.63,71.79,0.00,1005.08
1990-05-02,16.79,69.96,0.00,1007.55
1990-05-03,15.73,74.75,0.60,1005.16
1990-05-04,15.70,70.46,0.00,1001.91
1990-05-05,15.13,72.62,0.70,1000.76
1990-05-06,15.03,74.58,0.00,998.08
1990-05-07,15.77,68.42,0.00,996.35
1990-05-08,16.33,66.08,0.00,996.33
1990-05-09,17.13,63.92,0.00,996.08
1990-05-10,17.45,61.75,0.00,995.16
1990-05-11,16.98,59.88,0.00,992.40
1990-05-12,15.95,70.92,0.00,991.49
1990-05-13,17.58,68.00,0.20,994.27
1990-05-14,17.87,72.58,0.00,995.01
1990-05-15,19.03,69.46,0.00,996.90
1990-05-16,19.43,70.00,0.00,997.85
1990-05-17,20.27,68.54,0.40,995.49
1990-05-18,19.05,77.46,6.70,994.97
1990-05-19,15.86,91.88,8.10,997.67
1990-05-20,16.88,78.12,0.80,997.78
1990-05-21,18.00,71.08,3.00,994.19
1990-05-22,17.55,82.79,7.90,994.29
1990-05-23,18.00,77.62,0.30,996.25
1990-05-24,16.38,89.21,41.40,991.62
1990-05-25,16.89,78.75,7.30,991.30
1990-05-26,14.93,81.88,9.70,997.46
1990-05-27,15.17,71.96,0.00,998.97
1990-05-28,14.83,71.92,1.30,1000.23
1990-05-29,12.89,75.25,1.50,1001.05
1990-05-30,14.16,66.12,0.00,1001.25
1990-05-31,15.39,68.46,0.00,1000.71
1990-06-01,16.65,69.04,0.00,999.75
1990-06-02,16.23,76.29,0.10,993.17
1990-06-03,16.80,76.62,1.40,988.55
1990-06-04,16.18,84.67,4.20,989.38
1990-06-05,17.04,87.83,5.20,989.86
1990-06-06,17.18,90.67,11.80,988.93
1990-06-07,17.37,87.04,17.70,990.49
1990-06-08,16.59,84.54,17.10,984.70
1990-06-09,14.71,77.08,1.60,986.78
1990-06-10,14.86,64.17,0.80,989.48
1990-06-11,16.52,59.75,0.00,993.48
1990-06-12,14.22,83.38,7.50,994.04
1990-06-13,15.70,78.83,0.00,993.20
1990-06-14,16.30,79.46,3.90,994.95
1990-06-15,16.57,80.75,3.10,993.68
1990-06-16,17.47,75.71,0.00,994.85
1990-06-17,19.23,72.12,0.00,994.38
1990-06-18,17.83,82.46,8.90,995.13
1990-06-19,18.71,80.83,0.00,997.78
1990-06-20,20.22,75.33,1.80,994.93
1990-06-21,19.81,74.67,4.00,991.08
1990-06-22,19.70,76.96,0.40,991.37
1990-06-23,20.45,81.42,2.10,993.48
1990-06-24,20.73,79.67,0.40,998.84
1990-06-25,21.87,74.75,0.00,1001.17
1990-06-26,22.30,68.79,0.00,999.75
1990-06-27,22.89,70.50,0.00,996.13
1990-06-28,22.93,71.04,0.20,995.85
1990-06-29,22.85,74.33,0.10,998.39
1990-06-30,23.42,73.00,0.00,996.32
1990-07-01,22.51,72.67,0.10,990.96
1990-07-02,19.48,82.00,25.70,989.92
1990-07-03,17.73,86.79,23.10,989.10
1990-07-04,18.77,65.42,0.00,990.58
1990-07-05,19.85,68.33,0.00,990.57
1990-07-06,19.28,69.04,0.70,991.60
1990-07-07,17.88,71.54,0.10,998.97
1990-07-08,19.91,71.88,0.00,997.83
1990-07-09,22.20,70.96,0.00,996.52
1990-07-10,22.30,70.00,8.40,992.65
1990-07-11,17.77,71.50,17.80,1002.48
1990-07-12,19.05,70.00,0.00,1001.88
1990-07-13,20.63,73.79,0.00,996.55
1990-07-14,22.75,73.17,0.00,992.47
1990-07-15,22.47,74.71,1.40,996.52
1990-07-16,23.44,75.42,0.00,999.63
1990-07-17,24.11,75.00,0.00,996.54
1990-07-18,21.47,75.92,5.00,995.55
1990-07-19,21.15,68.12,0.00,996.85
1990-07-20,21.83,66.79,0.00,998.12
1990-07-21,22.85,69.17,0.00,999.57
1990-07-22,24.30,69.50,0.00,997.11
1990-07-23,24.62,70.00,0.00,995.17
1990-07-24,22.73,80.46,6.90,994.37
1990-07-25,21.66,77.67,0.70,994.95
1990-07-26,21.47,68.33,0.10,994.55
1990-07-27,22.13,67.04,0.00,995.25
1990-07-28,23.54,63.29,0.00,997.99
1990-07-29,23.55,65.71,0.00,999.37
1990-07-30,23.22,71.42,0.20,998.80
1990-07-31,23.03,75.17,0.50,999.19
1990-08-01,23.31,74.62,1.00,999.83
1990-08-02,25.55,61.75,0.00,1000.34
1990-08-03,24.87,60.92,0.00,1001.12
1990-08-04,24.22,54.08,0.00,1001.63
1990-08-05,23.71,56.71,0.00,998.81
1990-08-06,23.01,68.04,9.60,992.83
1990-08-07,19.09,89.62,20.50,993.72
1990-08-08,18.44,80.96,5.00,999.11
1990-08-09,19.67,69.29,0.00,1001.59
1990-08-10,20.15,67.08,0.00,1001.97
1990-08-11,20.95,72.04,0.00,999.24
1990-08-12,21.38,76.12,0.90,999.50
1990-08-13,21.58,75.62,0.90,998.56
1990-08-14,21.02,79.67,4.90,996.20
1990-08-15,20.66,80.21,0.90,994.33
1990-08-16,21.35,78.71,0.00,995.62
1990-08-17,20.43,80.50,4.30,994.19
1990-08-18,19.08,69.00,0.80,999.03
1990-08-19,19.25,74.79,0.00,998.63
1990-08-20,20.99,75.12,0.00,996.08
1990-08-21,22.07,59.21,0.00,991.43
1990-08-22,19.36,63.62,1.30,997.67
1990-08-23,20.35,61.50,0.00,1001.98
1990-08-24,20.37,67.38,0.00,1001.65
1990-08-25,21.59,67.38,0.10,997.10
1990-08-26,21.30,74.21,5.70,994.73
1990-08-27,20.28,79.67,2.10,996.16
1990-08-28,21.46,69.17,0.00,998.19
1990-08-29,22.37,63.75,0.00,998.23
1990-08-30,22.45,67.08,0.50,996.00
1990-08-31,20.93,72.00,1.70,993.13
1990-09-01,19.54,76.58,1.50,993.60
1990-09-02,19.04,80.75,3.70,996.41
1990-09-03,19.62,72.00,0.40,995.23
1990-09-04,18.23,80.96,7.90,991.53
1990-09-05,18.88,76.21,0.10,987.33
1990-09-06,17.47,72.96,2.80,992.51
1990-09-07,16.57,76.38,1.00,989.45
1990-09-08,15.50,70.29,0.30,995.95
1990-09-09,16.65,70.04,0.00,1001.78
1990-09-10,16.86,71.83,0.00,996.25
1990-09-11,16.34,73.42,0.80,994.02
1990-09-12,16.41,64.75,0.00,998.73
1990-09-13,16.94,62.96,0.00,1002.41
1990-09-14,16.76,66.08,0.00,1003.80
1990-09-15,15.76,81.25,1.90,1001.72
1990-09-16,17.05,77.79,0.20,999.12
1990-09-17,16.46,84.42,1.20,998.32
1990-09-18,17.59,62.71,0.00,994.97
1990-09-19,16.51,76.50,1.20,996.37
1990-09-20,17.48,78.33,0.30,990.32
1990-09-21,17.47,71.75,0.00,984.02
1990-09-22,19.54,57.17,0.00,986.33
1990-09-23,18.71,77.50,7.80,987.07
1990-09-24,17.69,70.88,14.00,984.51
1990-09-25,16.22,72.96,0.00,993.77
1990-09-26,15.12,83.00,2.50,998.26
1990-09-27,14.30,82.04,3.50,1002.00
1990-09-28,13.61,74.04,0.00,1005.75
1990-09-29,13.67,76.67,0.00,1004.17
1990-09-30,14.64,81.88,0.00,1000.26
1990-10-01,16.45,85.42,0.80,998.37
1990-10-02,16.71,83.71,0.00,998.80
1990-10-03,17.61,82.50,2.30,998.04
1990-10-04,16.30,91.96,36.10,994.79
1990-10-05,14.57,84.75,4.20,999.73
1990-10-06,14.54,80.42,0.00,999.26
1990-10-07,14.31,88.79,8.00,990.72
1990-10-08,14.18,86.62,3.10,991.66
1990-10-09,12.69,75.96,0.40,1005.11
1990-10-10,12.38,75.38,0.00,1006.04
1990-10-11,12.95,81.25,0.00,1005.47
1990-10-12,15.38,82.62,2.50,1005.80
1990-10-13,15.90,87.33,0.20,1005.51
1990-10-14,16.20,80.79,0.00,1003.55
1990-10-15,16.65,81.17,0.00,999.90
1990-10-16,16.25,90.33,17.40,998.70
1990-10-17,15.97,87.88,24.30,994.63
1990-10-18,14.77,87.58,10.20,993.83
1990-10-19,14.96,83.38,0.50,992.31
1990-10-20,15.28,82.54,2.00,987.11
1990-10-21,15.50,81.88,2.30,993.03
1990-10-22,10.78,65.17,0.20,1002.89
1990-10-23,8.72,73.54,2.80,1003.60
1990-10-24,9.35,78.96,0.00,999.27
1990-10-25,9.85,83.29,10.30,995.82
1990-10-26,11.18,85.67,3.80,990.47
1990-10-27,10.41,84.62,8.60,987.46
1990-10-28,8.60,82.46,3.00,985.47
1990-10-29,10.57,87.54,11.80,973.93
1990-10-30,11.28,75.50,0.00,975.68
1990-10-31,10.82,79.92,3.70,984.42
1990-11-01,12.34,80.21,1.10,983.47
1990-11-02,8.72,85.50,0.30,985.48
1990-11-03,6.48,84.67,8.50,983.32
1990-11-04,5.06,70.62,0.00,987.20
1990-11-05,4.29,70.04,0.00,993.89
1990-11-06,4.27,72.92,0.20,1002.68
1990-11-07,2.96,82.29,0.00,1006.71
1990-11-08,2.75,81.33,0.00,1005.10
1990-11-09,2.32,82.58,0.00,1006.49
1990-11-10,2.84,86.17,0.10,1006.64
1990-11-11,4.56,83.12,1.50,1005.79
1990-11-12,5.82,88.38,0.80,1005.02
1990-11-13,5.41,84.75,0.00,1004.95
1990-11-14,4.41,87.71,0.00,1001.33
1990-11-15,3.85,91.00,0.70,997.80
1990-11-16,5.33,77.12,0.00,1003.25
1990-11-17,6.31,79.38,0.00,999.75
1990-11-18,6.38,85.88,0.00,992.74
1990-11-19,7.34,78.71,0.00,986.93
1990-11-20,7.49,85.83,1.10,985.57
1990-11-21,9.72,91.08,3.20,984.73
1990-11-22,11.45,91.96,22.80,985.73
1990-11-23,8.49,85.17,1.80,985.22
1990-11-24,6.14,80.46,1.60,985.34
1990-11-25,7.10,90.04,33.80,977.70
1990-11-26,5.38,86.75,0.90,983.88
1990-11-27,3.57,81.38,0.00,983.15
1990-11-28,2.31,78.50,0.00,989.30
1990-11-29,1.83,78.71,0.00,993.07
1990-11-30,1.35,71.71,0.00,988.37
1990-12-01,-0.54,55.50,0.50,998.46
1990-12-02,-1.00,59.79,0.00,1003.79
1990-12-03,-0.24,75.04,0.00,1003.33
1990-12-04,0.76,73.38,0.00,997.45
1990-12-05,1.75,51.17,0.00,996.57
1990-12-06,-0.61,60.50,0.00,1002.16
1990-12-07,-1.69,63.12,0.00,996.85
1990-12-08,-0.12,69.58,0.20,990.74
1990-12-09,4.57,87.42,48.00,980.43
1990-12-10,3.61,92.71,10.40,970.75
1990-12-11,2.71,84.38,2.50,982.66
1990-12-12,-0.02,79.21,0.00,982.01
1990-12-13,-0.39,68.29,0.00,982.04
1990-12-14,0.78,61.33,0.00,990.25
1990-12-15,-1.28,70.08,0.00,994.94
1990-12-16,-1.36,72.00,0.00,1000.51
1990-12-17,-1.49,72.88,0.00,1002.48
1990-12-18,-1.72,73.71,0.00,1001.84
1990-12-19,-2.62,73.83,0.00,1002.09
1990-12-20,-2.49,71.38,0.00,1003.02
1990-12-21,-1.79,72.54,0.00,1002.42
1990-12-22,-0.53,76.88,0.00,1005.83
1990-12-23,-0.07,81.83,0.00,1006.23
1990-12-24,0.95,80.00,0.00,1002.88
1990-12-25,0.98,84.17,0.20,1002.62
1990-12-26,1.10,88.00,0.70,997.90
1990-12-27,1.25,89.67,1.10,993.65
1990-12-28,-0.40,81.88,0.00,999.47
1990-12-29,-0.00,78.62,0.10,1005.57
1990-12-30,2.18,82.29,0.00,1006.93
1990-12-31,3.76,85.88,1.00,1003.38
1991-01-01,4.55,82.79,0.00,997.48
1991-01-02,1.55,74.54,0.00,1000.56
1991-01-03,3.07,81.38,0.00,1001.08
1991-01-04,5.17,87.92,3.10,998.89
1991-01-05,4.55,87.12,0.80,998.36
1991-01-06,1.22,80.67,0.00,995.65
1991-01-07,1.17,86.08,0.40,995.52
1991-01-08,1.26,89.75,0.00,998.61
1991-01-09,1.68,87.62,0.00,1002.95
1991-01-10,3.55,84.58,0.00,1006.74
1991-01-11,6.06,89.62,0.00,1004.50
1991-01-12,6.45,93.75,4.10,1000.64
1991-01-13,5.94,92.00,12.50,998.56
1991-01-14,3.82,90.83,18.30,1002.55
1991-01-15,3.61,84.00,0.00,1006.54
1991-01-16,0.75,60.50,0.00,1011.75
1991-01-17,-1.46,73.25,0.00,1012.74
1991-01-18,-1.66,72.12,0.00,1012.08
1991-01-19,-0.29,71.21,0.00,1009.30
1991-01-20,0.71,70.33,0.00,1011.93
1991-01-21,-0.53,72.42,0.00,1009.55
1991-01-22,-0.19,76.75,0.00,1011.57
1991-01-23,-0.94,70.75,0.00,1012.18
1991-01-24,-1.08,68.54,0.00,1008.70
1991-01-25,-0.15,69.62,0.00,1011.36
1991-01-26,-0.26,74.25,0.00,1008.51
1991-01-27,-0.31,71.62,0.00,1005.67
1991-01-28,-0.50,80.21,0.00,1006.74
1991-01-29,-0.97,76.92,0.00,1003.01
1991-01-30,-0.81,73.00,0.00,1001.53
1991-01-31,0.62,85.67,0.10,1006.09
1991-02-01,-1.03,75.17,0.00,1008.87
1991-02-02,-1.68,62.04,0.00,1011.85
1991-02-03,-1.66,63.67,0.00,1009.43
1991-02-04,-1.67,68.42,0.00,1005.31
1991-02-05,-2.67,79.75,2.00,1000.51
1991-02-06,-4.17,63.96,0.80,997.60
1991-02-07,-5.51,69.29,2.60,997.14
1991-02-08,-2.22,77.83,2.70,991.21
1991-02-09,-0.95,84.71,5.30,993.27
1991-02-10,1.04,91.12,8.90,991.37
1991-02-11,-1.89,74.00,0.00,991.62
1991-02-12,-4.97,75.71,2.50,989.41
1991-02-13,-3.97,61.58,0.00,992.24
1991-02-14,-6.17,71.88,0.00,996.30
1991-02-15,-4.64,68.08,0.00,991.73
1991-02-16,-1.98,71.62,0.00,978.53
1991-02-17,0.39,70.92,0.00,988.60
1991-02-18,1.53,72.92,0.00,993.58
1991-02-19,1.46,78.17,0.00,998.23
1991-02-20,1.80,79.38,0.00,996.43
1991-02-21,3.29,79.54,0.00,992.82
1991-02-22,4.32,76.79,0.00,996.18
1991-02-23,5.19,77.08,0.00,1007.44
1991-02-24,6.28,77.42,0.00,1008.43
1991-02-25,7.18,79.71,0.00,1003.48
1991-02-26,7.56,80.96,0.00,999.60
1991-02-27,8.19,82.46,0.00,996.20
1991-02-28,7.64,89.92,0.00,992.48
1991-03-01,7.78,87.25,0.00,993.00
1991-03-02,8.01,83.54,0.10,998.07
1991-03-03,7.97,82.46,0.00,1004.92
1991-03-04,9.46,80.17,0.00,1008.18
1991-03-05,9.64,80.79,0.00,1000.60
1991-03-06,9.44,87.21,2.60,991.90
1991-03-07,10.27,86.33,1.00,987.18
1991-03-08,11.01,89.08,6.30,983.75
1991-03-09,11.25,83.79,17.50,982.99
1991-03-10,9.17,81.17,0.00,991.21
1991-03-11,9.13,83.54,2.80,994.30
1991-03-12,9.58,83.21,1.80,994.40
1991-03-13,9.63,78.00,0.00,994.11
1991-03-14,9.52,78.25,0.00,997.82
1991-03-15,9.75,77.71,0.00,996.20
1991-03-16,9.70,71.71,0.00,990.58
1991-03-17,10.02,70.00,0.00,987.07
1991-03-18,10.63,72.96,0.10,994.30
1991-03-19,10.74,72.25,0.00,1001.05
1991-03-20,12.29,72.62,0.00,997.87
1991-03-21,12.47,74.12,0.00,995.40
1991-03-22,11.56,87.46,3.80,985.55
1991-03-23,10.05,86.58,9.30,988.51
1991-03-24,12.36,81.50,0.10,991.15
1991-03-25,11.27,78.79,3.60,988.48
1991-03-26,10.18,86.42,5.40,993.28
1991-03-27,10.67,76.67,1.50,991.85
1991-03-28,6.87,82.17,5.60,995.25
1991-03-29,5.91,64.50,2.90,1000.85
1991-03-30,5.40,69.92,0.00,1002.12
1991-03-31,6.88,72.96,0.00,1000.36
1991-04-01,8.09,73.67,0.00,996.08
1991-04-02,9.95,73.79,0.00,991.92
1991-04-03,12.04,75.04,0.00,987.63
1991-04-04,11.94,75.38,3.10,986.79
1991-04-05,9.56,86.21,9.80,982.10
1991-04-06,11.85,69.42,2.70,991.55
1991-04-07,11.97,67.62,0.00,995.64
1991-04-08,11.44,75.17,0.50,999.90
1991-04-09,11.68,74.29,0.10,1003.40
1991-04-10,12.85,72.96,0.00,1003.77
1991-04-11,10.80,75.33,0.30,1004.07
1991-04-12,12.29,65.29,0.00,1000.01
1991-04-13,11.16,71.12,0.00,998.32
1991-04-14,11.62,71.58,0.30,1001.06
1991-04-15,11.87,73.58,0.00,1003.08
1991-04-16,12.50,70.92,0.00,993.80
1991-04-17,6.86,83.88,22.70,980.17
1991-04-18,3.48,90.71,9.40,979.68
1991-04-19,5.85,66.62,0.40,983.05
1991-04-20,4.85,75.92,0.70,987.51
1991-04-21,6.12,72.33,0.00,993.81
1991-04-22,6.57,78.12,2.20,997.41
1991-04-23,6.57,86.33,9.30,995.07
1991-04-24,7.12,66.96,0.10,995.71
1991-04-25,7.40,70.21,0.50,992.35
1991-04-26,9.12,66.96,0.10,991.38
1991-04-27,10.14,74.42,1.40,991.36
1991-04-28,10.85,76.00,4.40,993.77
1991-04-29,10.77,77.08,0.00,995.72
1991-04-30,12.07,71.42,0.00,993.08
1991-05-01,11.38,79.04,2.90,987.77
1991-05-02,10.56,87.62,14.40,988.27
1991-05-03,11.40,83.79,12.40,983.11
1991-05-04,8.13,85.38,22.40,983.17
1991-05-05,8.20,81.00,4.10,989.17
1991-05-06,8.55,82.71,3.70,988.91
1991-05-07,9.16,76.17,0.00,985.21
1991-05-08,11.84,71.17,0.00,988.85
1991-05-09,11.25,79.04,6.90,992.18
1991-05-10,10.89,83.96,16.80,989.20
1991-05-11,10.77,85.04,8.40,989.95
1991-05-12,13.07,73.75,0.30,992.72
1991-05-13,12.66,75.12,0.40,998.97
1991-05-14,13.68,74.42,0.10,997.38
1991-05-15,13.92,76.75,6.10,991.78
1991-05-16,9.87,76.92,9.90,990.95
1991-05-17,10.75,51.96,0.00,990.22
1991-05-18,12.54,51.46,0.00,991.34
1991-05-19,13.11,55.54,0.00,995.10
1991-05-20,12.74,72.00,0.90,1001.39
1991-05-21,15.28,70.38,0.00,1007.01
1991-05-22,17.32,72.92,0.00,1005.82
1991-05-23,17.85,69.50,0.40,996.08
1991-05-24,12.26,76.83,7.90,997.84
1991-05-25,12.85,65.88,0.00,1001.78
1991-05-26,15.62,62.08,0.00,998.63
1991-05-27,13.54,72.12,2.10,1000.57
1991-05-28,15.55,67.75,0.00,998.10
1991-05-29,16.24,71.58,0.40,995.25
1991-05-30,16.42,68.75,0.00,996.68
1991-05-31,17.33,68.46,0.00,995.38
1991-06-01,18.57,61.12,0.00,993.40
1991-06-02,18.11,61.54,0.20,993.06
1991-06-03,16.94,68.71,1.00,990.92
1991-06-04,15.15,87.00,6.80,988.10
1991-06-05,13.29,83.96,9.30,994.06
1991-06-06,13.12,86.46,6.80,993.46
1991-06-07,13.45,90.04,4.90,985.67
1991-06-08,17.95,68.12,0.00,982.58
1991-06-09,18.83,63.33,0.00,991.93
1991-06-10,18.95,73.29,0.00,994.08
1991-06-11,18.27,82.58,1.00,996.85
1991-06-12,19.64,73.17,0.00,998.85
1991-06-13,20.33,70.62,0.00,994.11
1991-06-14,20.05,73.67,0.00,993.30
1991-06-15,20.65,73.17,0.00,994.80
1991-06-16,21.55,71.50,2.00,990.38
1991-06-17,17.57,86.00,26.00,986.45
1991-06-18,16.86,57.88,0.10,991.03
1991-06-19,16.26,64.62,0.00,993.79
1991-06-20,15.85,71.12,0.10,993.05
1991-06-21,17.77,69.62,0.00,995.82
1991-06-22,20.01,70.25,0.00,1001.06
1991-06-23,22.25,68.83,0.00,1000.45
1991-06-24,23.67,69.00,0.00,997.41
1991-06-25,24.33,68.46,0.00,996.08
1991-06-26,24.31,68.38,0.00,994.45
1991-06-27,21.37,69.96,0.90,987.83
1991-06-28,18.33,46.79,0.50,988.71
1991-06-29,18.22,48.46,0.00,996.20
1991-06-30,17.70,59.46,0.00,1003.74
1991-07-01,20.01,56.88,0.00,1002.10
1991-07-02,21.89,57.29,0.00,996.18
1991-07-03,24.43,56.29,0.00,994.07
1991-07-04,25.18,57.88,0.00,994.82
1991-07-05,25.50,64.29,0.00,994.66
1991-07-06,25.96,65.75,0.00,995.46
1991-07-07,26.32,60.54,0.00,996.85
1991-07-08,26.81,55.17,0.00,996.36
1991-07-09,25.13,65.21,2.20,997.65
1991-07-10,23.68,72.17,0.20,1000.64
1991-07-11,25.67,64.29,0.00,1000.17
1991-07-12,26.76,61.42,1.20,998.25
1991-07-13,26.35,65.71,0.60,994.67
1991-07-14,22.35,74.54,19.60,988.88
1991-07-15,22.76,58.58,0.00,991.52
1991-07-16,23.55,60.38,0.00,993.82
1991-07-17,21.94,70.17,3.10,992.54
1991-07-18,22.10,61.12,0.00,993.11
1991-07-19,23.52,63.17,0.00,993.05
1991-07-20,24.79,64.46,0.00,993.41
1991-07-21,24.45,69.71,0.60,993.37
1991-07-22,22.61,75.92,3.60,995.09
1991-07-23,24.03,67.29,0.20,995.63
1991-07-24,23.74,71.83,4.10,990.57
1991-07-25,20.04,82.25,21.40,986.76
1991-07-26,18.95,69.29,1.60,988.01
1991-07-27,20.18,57.62,0.90,990.75
1991-07-28,20.96,60.75,0.00,989.74
1991-07-29,22.45,61.12,0.00,989.65
1991-07-30,22.98,63.21,0.00,991.16
1991-07-31,19.43,80.88,11.20,990.12
1991-08-01,20.70,68.88,0.10,988.62
1991-08-02,23.02,51.25,0.00,991.40
1991-08-03,23.88,53.83,0.00,994.39
1991-08-04,23.91,64.17,0.00,996.25
1991-08-05,23.68,66.21,0.00,996.65
1991-08-06,24.33,67.42,0.00,996.21
1991-08-07,25.17,67.17,0.00,995.25
1991-08-08,25.62,64.50,1.20,992.39
1991-08-09,24.91,67.17,0.00,995.87
1991-08-10,25.80,64.33,0.00,999.56
1991-08-11,26.02,61.92,0.00,998.62
1991-08-12,25.63,58.79,0.20,994.88
1991-08-13,25.30,63.29,0.00,994.39
1991-08-14,23.75,73.46,2.50,995.05
1991-08-15,23.68,68.42,0.00,995.45
1991-08-16,23.80,65.21,0.00,996.14
1991-08-17,24.15,60.96,0.00,995.45
1991-08-18,23.99,64.75,0.10,992.52
1991-08-19,20.77,76.83,5.90,995.05
1991-08-20,21.70,61.17,0.00,998.42
1991-08-21,22.16,60.08,0.00,996.56
1991-08-22,23.41,59.71,0.00,996.36
1991-08-23,24.94,60.04,0.20,999.03
1991-08-24,24.49,69.04,0.00,1000.52
1991-08-25,24.92,69.38,0.20,997.61
1991-08-26,24.65,69.29,0.00,996.18
1991-08-27,24.58,65.17,0.00,996.91
1991-08-28,22.80,58.71,0.00,999.34
1991-08-29,21.13,58.54,0.00,997.38
1991-08-30,19.13,59.29,0.00,1002.11
1991-08-31,19.50,56.46,0.00,1002.53
1991-09-01,20.04,55.12,0.00,1001.88
1991-09-02,20.71,56.58,0.00,1003.56
1991-09-03,21.24,56.38,0.00,1006.12
1991-09-04,21.25,58.79,0.00,1004.31
1991-09-05,22.12,56.04,0.00,1000.40
1991-09-06,22.66,56.38,0.00,998.32
1991-09-07,22.37,63.21,0.00,995.04
1991-09-08,18.99,65.08,1.80,998.02
1991-09-09,18.99,54.71,0.00,1000.90
1991-09-10,19.45,62.83,0.00,1001.21
1991-09-11,20.55,65.58,0.00,998.33
1991-09-12,20.21,79.25,9.10,995.76
1991-09-13,18.01,90.00,13.20,997.70
1991-09-14,18.95,79.50,0.80,1000.33
1991-09-15,19.25,77.54,1.40,998.92
1991-09-16,19.68,75.38,0.00,998.85
1991-09-17,20.18,75.21,0.00,997.62
1991-09-18,20.79,69.75,0.00,995.61
1991-09-19,20.70,76.38,0.00,996.82
1991-09-20,20.58,78.12,0.00,994.62
1991-09-21,20.68,79.42,1.70,996.84
1991-09-22,19.84,85.12,4.50,995.56
1991-09-23,19.93,76.46,7.60,991.02
1991-09-24,18.63,79.08,0.20,996.72
1991-09-25,19.64,71.67,0.00,993.53
1991-09-26,18.18,85.88,7.30,985.93
1991-09-27,16.30,81.00,1.30,985.76
1991-09-28,14.70,72.79,2.10,988.16
1991-09-29,15.65,87.21,38.50,985.02
1991-09-30,16.78,94.58,31.70,985.89
1991-10-01,16.06,85.75,0.10,993.03
1991-10-02,15.61,65.83,0.00,996.60
1991-10-03,15.17,67.96,0.00,1006.42
1991-10-04,14.35,79.46,0.00,1006.20
1991-10-05,14.25,83.46,0.00,999.48
1991-10-06,14.24,84.88,3.00,994.50
1991-10-07,13.50,85.88,24.00,994.15
1991-10-08,13.91,86.04,8.60,991.69
1991-10-09,13.57,83.46,0.00,997.66
1991-10-10,13.45,80.79,0.00,1001.02
1991-10-11,14.05,87.38,17.30,995.24
1991-10-12,14.45,91.88,33.80,985.63
1991-10-13,13.05,88.54,4.90,988.59
1991-10-14,12.60,84.75,7.60,991.55
1991-10-15,13.38,80.42,1.00,993.96
1991-10-16,11.74,84.04,0.00,996.92
1991-10-17,11.70,85.12,0.00,993.75
1991-10-18,12.76,83.62,0.00,985.80
1991-10-19,10.16,84.21,8.70,985.46
1991-10-20,9.47,67.25,3.00,990.86
1991-10-21,7.06,70.38,0.00,995.27
1991-10-22,6.30,76.62,0.10,1001.05
1991-10-23,5.94,75.67,0.00,1003.63
1991-10-24,6.60,79.71,0.00,1003.08
1991-10-25,6.96,83.88,0.00,1000.20
1991-10-26,7.83,87.38,0.00,1001.85
1991-10-27,7.62,88.62,0.00,1001.78
1991-10-28,8.03,86.88,0.00,1000.97
1991-10-29,8.10,84.29,0.00,1002.34
1991-10-30,6.54,82.00,0.00,1001.96
1991-10-31,5.76,81.54,1.90,1003.28
1991-11-01,5.57,78.71,0.00,1008.73
1991-11-02,5.83,81.12,0.00,1005.38
1991-11-03,6.50,86.96,0.00,998.32
1991-11-04,7.13,92.71,9.30,984.36
1991-11-05,6.23,84.62,0.70,984.34
